method,method_label,metric,rate,median,q10,q90
supervised_h,supervised reference,fine_retention,2.803735923584857,0.45504006631424354,0.45495205254060805,0.45509965153897836
supervised_h,supervised reference,fine_retention,2.8352385744116533,0.46009680250673424,0.4600100421340491,0.46015144326276824
supervised_h,supervised reference,fine_retention,2.8667412252384494,0.46515353869922493,0.4650680317274902,0.4652032349865582
supervised_h,supervised reference,fine_retention,2.8982438760652456,0.4702102748917156,0.47012602132093134,0.47025502671034813
supervised_h,supervised reference,fine_retention,2.9297465268920417,0.47526701108420627,0.4751840109143724,0.4753068184341381
supervised_h,supervised reference,fine_retention,2.961249177718838,0.4803237472766969,0.4802420005078134,0.480358610157928
supervised_h,supervised reference,fine_retention,2.992751828545634,0.4853804834691876,0.4852999901012545,0.48541040188171797
supervised_h,supervised reference,fine_retention,3.0242544793724297,0.49043721966167825,0.4903579796946955,0.4904621936055078
supervised_h,supervised reference,fine_retention,3.055757130199226,0.49549395585416894,0.49541596928813664,0.49551398532929775
supervised_h,supervised reference,fine_retention,3.087259781026022,0.5005506920466596,0.5004739588815778,0.5005657770530877
supervised_h,supervised reference,fine_retention,3.118762431852818,0.5056074282391503,0.5055319484750187,0.5056175687768777
supervised_h,supervised reference,fine_retention,3.1502650826796144,0.510664164431641,0.5105899380684599,0.5106693605006676
supervised_h,supervised reference,fine_retention,3.1817677335064105,0.5157209006241317,0.5156479276619009,0.5157211522244575
supervised_h,supervised reference,fine_retention,3.2132703843332067,0.520706773149338,0.520691744521885,0.5207204870874766
supervised_h,supervised reference,fine_retention,3.244773035160003,0.5256178567058613,0.5255969230842561,0.5256267288704447
supervised_h,supervised reference,fine_retention,3.276275685986799,0.5305244285212676,0.5304861706709509,0.5305320683051893
supervised_h,supervised reference,fine_retention,3.307778336813595,0.5354310003366738,0.5353754182576457,0.535437407739934
supervised_h,supervised reference,fine_retention,3.3392809876403913,0.54033757215208,0.5402646658443404,0.5403427471746787
supervised_h,supervised reference,fine_retention,3.3707836384671874,0.5452441439674862,0.545153913431035,0.5452480866094234
supervised_h,supervised reference,fine_retention,3.4022862892939836,0.5501507157828925,0.5500431610177299,0.5501534260441682
supervised_h,supervised reference,fine_retention,3.4337889401207797,0.5550572875982988,0.5549324086044246,0.5550587654789129
supervised_h,supervised reference,fine_retention,3.465291590947576,0.559963859413705,0.5598216561911193,0.5599641049136576
supervised_h,supervised reference,fine_retention,3.496794241774372,0.564869197628225,0.5647106570576369,0.5648701845089339
supervised_h,supervised reference,fine_retention,3.528296892601168,0.5697742289678043,0.5695995965491663,0.5697764482291748
supervised_h,supervised reference,fine_retention,3.5597995434279643,0.5746792603073836,0.5744885360406955,0.5746827119494157
supervised_h,supervised reference,fine_retention,3.5913021942547605,0.5795842916469629,0.5793774755322249,0.5795889756696565
supervised_h,supervised reference,fine_retention,3.6228048450815566,0.5844893229865422,0.5842664150237543,0.5844952393898973
supervised_h,supervised reference,fine_retention,3.654307495908353,0.5893943543261214,0.5891553545152836,0.5894015031101383
supervised_h,supervised reference,fine_retention,3.685810146735149,0.5942993856657007,0.5940442940068129,0.5943077668303791
supervised_h,supervised reference,fine_retention,3.717312797561945,0.59920441700528,0.5989332334983423,0.59921403055062
supervised_h,supervised reference,fine_retention,3.7488154483887413,0.6041094483448594,0.6038221729898717,0.6041202942708608
supervised_h,supervised reference,fine_retention,3.7803180992155374,0.6090144796844387,0.608711112481401,0.6090265579911017
supervised_h,supervised reference,fine_retention,3.8118207500423336,0.613919511024018,0.6136000519729303,0.6139328217113426
supervised_h,supervised reference,fine_retention,3.8433234008691297,0.6188245423635973,0.6184889914644598,0.6188390854315834
supervised_h,supervised reference,fine_retention,3.874826051695926,0.6237295737031766,0.6233779309559891,0.6237453491518242
supervised_h,supervised reference,fine_retention,3.906328702522722,0.6286346050427559,0.6282668704475184,0.6286516128720651
supervised_h,supervised reference,fine_retention,3.937831353349518,0.6335396363823351,0.6331558099390477,0.6335578765923059
supervised_h,supervised reference,fine_retention,3.9693340041763143,0.6384446677219144,0.6380447494305772,0.6384641403125467
supervised_h,supervised reference,fine_retention,4.000836655003111,0.6433496990614939,0.6429336889221066,0.6433704040327877
supervised_h,supervised reference,fine_retention,4.032339305829907,0.6482547304010731,0.6478226284136358,0.6482766677530285
supervised_h,supervised reference,fine_retention,4.063841956656702,0.6531597617406524,0.6527115679051652,0.6531829314732692
supervised_h,supervised reference,fine_retention,4.095344607483499,0.6580647930802317,0.6576005073966946,0.6580891951935102
supervised_h,supervised reference,fine_retention,4.126847258310295,0.6629698244198109,0.6624894468882239,0.662995458913751
supervised_h,supervised reference,fine_retention,4.158349909137091,0.6678748557593903,0.6673783863797532,0.6679017226339918
supervised_h,supervised reference,fine_retention,4.189852559963887,0.6727798870989695,0.6722673258712826,0.6728079863542327
supervised_h,supervised reference,fine_retention,4.2213552107906835,0.6776849184385489,0.677156265362812,0.6777142500744736
supervised_h,supervised reference,fine_retention,4.252857861617479,0.6825899497781281,0.6820452048543412,0.6826205137947143
supervised_h,supervised reference,fine_retention,4.284360512444276,0.6874949811177076,0.6869341443458707,0.6875267775149553
supervised_h,supervised reference,fine_retention,4.315863163271072,0.6924000124572868,0.6918230838374,0.6924330412351961
supervised_h,supervised reference,fine_retention,4.347365814097868,0.6973050437968661,0.6967120233289293,0.697339304955437
supervised_h,supervised reference,fine_retention,4.378868464924664,0.7022100751364453,0.7016009628204587,0.7022455686756778
supervised_h,supervised reference,fine_retention,4.4103711157514605,0.7071151064760247,0.7064899023119882,0.7071518323959186
