variant,label,mode,K,requested_checkpoint,checkpoint_unit,effective_batch_size,channel_row_kl_median,channel_row_kl_q10,channel_row_kl_q90,channel_row_kl_last_median,channel_row_kl_last_q10,channel_row_kl_last_q90,critic_mse_mod_gauge_median,critic_mse_mod_gauge_q10,critic_mse_mod_gauge_q90,critic_mse_mod_gauge_last_median,critic_mse_mod_gauge_last_q10,critic_mse_mod_gauge_last_q90
baseline,"constant, B=512",matched,4,51200,positive_pairs,512,0.011677484613732341,0.010679592942243799,0.012327022411840588,0.011677484613732341,0.010679592942243799,0.012327022411840588,0.09650590364492631,0.06302474931804296,0.12672131880905232,0.09650590364492631,0.06302474931804296,0.12672131880905232
baseline,"constant, B=512",matched,4,92160,positive_pairs,512,0.008995656457701087,0.008469111599382483,0.01005346462747008,0.008995656457701087,0.008469111599382483,0.01005346462747008,0.05233248644874304,0.03537246727099231,0.06913582784531896,0.05233248644874304,0.03537246727099231,0.06913582784531896
baseline,"constant, B=512",matched,4,153600,positive_pairs,512,0.009026368845203168,0.008212354734228326,0.009536577734921057,0.009026368845203168,0.008212354734228326,0.009536577734921057,0.037058158632815384,0.028622554002814576,0.04356089705698716,0.037058158632815384,0.028622554002814576,0.04356089705698716
baseline,"constant, B=512",matched,4,256000,positive_pairs,512,0.009401418447078199,0.008018277537754848,0.009732514925747927,0.009401418447078199,0.008018277537754848,0.009732514925747927,0.03141623287312468,0.029314781875861354,0.03637086162583053,0.03141623287312468,0.029314781875861354,0.03637086162583053
baseline,"constant, B=512",matched,4,384000,positive_pairs,512,0.008849573414441328,0.007926378244979554,0.009700346364021064,0.008849573414441328,0.007926378244979554,0.009700346364021064,0.027732203067688532,0.02583408370455633,0.03228198971061809,0.027732203067688532,0.02583408370455633,0.03228198971061809
baseline,"constant, B=512",matched,4,563200,positive_pairs,512,0.009135599189043251,0.008616895681479284,0.010005671853185918,0.009135599189043251,0.008616895681479284,0.010005671853185918,0.029591767251363053,0.026894753586098878,0.031597020149653196,0.029591767251363053,0.026894753586098878,0.031597020149653196
baseline,"constant, B=512",matched,4,742400,positive_pairs,512,0.009182518819237935,0.008304995165003609,0.010018148629017438,0.009182518819237935,0.008304995165003609,0.010018148629017438,0.02959164842819617,0.025743364141125567,0.0317997415006506,0.02959164842819617,0.025743364141125567,0.0317997415006506
baseline,"constant, B=512",matched,4,921600,positive_pairs,512,0.00911995461434353,0.008604290430752217,0.009979919195335172,0.00911995461434353,0.008604290430752217,0.009979919195335172,0.028430194797697,0.026554696062125287,0.034311572858133986,0.028430194797697,0.026554696062125287,0.034311572858133986
baseline,"constant, B=512",matched,32,25600,positive_pairs,512,0.02095608531342195,0.018143665856947214,0.025291216676760115,0.02095608531342195,0.018143665856947214,0.025291216676760115,0.17846587143177167,0.11845476195695949,0.25384091791170715,0.17846587143177167,0.11845476195695949,0.25384091791170715
baseline,"constant, B=512",matched,32,51200,positive_pairs,512,0.00986612454394516,0.009303637492751276,0.010744221775712267,0.00986612454394516,0.009303637492751276,0.010744221775712267,0.08710414016205802,0.057190952556051666,0.12617569140378657,0.08710414016205802,0.057190952556051666,0.12617569140378657
baseline,"constant, B=512",matched,32,92160,positive_pairs,512,0.008216668329381047,0.00742136398075235,0.009312662714296491,0.008216668329381047,0.00742136398075235,0.009312662714296491,0.04839821995736461,0.03402945855153509,0.06769859393146054,0.04839821995736461,0.03402945855153509,0.06769859393146054
baseline,"constant, B=512",matched,32,153600,positive_pairs,512,0.007938137825036908,0.007623403970729283,0.008434833853771884,0.007938137825036908,0.007623403970729283,0.008434833853771884,0.03465920678391279,0.028446583747539982,0.04336843809863485,0.03465920678391279,0.028446583747539982,0.04336843809863485
baseline,"constant, B=512",matched,32,256000,positive_pairs,512,0.008171483220669105,0.007326556565609176,0.008771013498930065,0.008171483220669105,0.007326556565609176,0.008771013498930065,0.029552313801894412,0.02668171166086116,0.03207460062810927,0.029552313801894412,0.02668171166086116,0.03207460062810927
baseline,"constant, B=512",matched,32,384000,positive_pairs,512,0.007965100033819884,0.007067271314919148,0.008314985491539395,0.007965100033819884,0.007067271314919148,0.008314985491539395,0.027684695821800553,0.023339195614850154,0.029674070789807692,0.027684695821800553,0.023339195614850154,0.029674070789807692
baseline,"constant, B=512",matched,32,563200,positive_pairs,512,0.007942244205852938,0.007055869177607204,0.0081211341962465,0.007942244205852938,0.007055869177607204,0.0081211341962465,0.025529508794369715,0.02292890550049504,0.030113979366831113,0.025529508794369715,0.02292890550049504,0.030113979366831113
baseline,"constant, B=512",matched,32,742400,positive_pairs,512,0.008060085535032936,0.007719572252561962,0.009171219964477118,0.008060085535032936,0.007719572252561962,0.009171219964477118,0.027543065552253512,0.024980915678642007,0.03091974257198455,0.027543065552253512,0.024980915678642007,0.03091974257198455
baseline,"constant, B=512",matched,32,921600,positive_pairs,512,0.007778615386756244,0.0068622936380673015,0.008486998191226766,0.007778615386756244,0.0068622936380673015,0.008486998191226766,0.02754767355431605,0.024247209192846154,0.030165947488165045,0.02754767355431605,0.024247209192846154,0.030165947488165045
baseline,"constant, B=512",unmatched,1,25600,positive_pairs,512,0.03974435054902518,0.03600246260911436,0.04594053688654434,0.03974435054902518,0.03600246260911436,0.04594053688654434,0.2135198954767997,0.18168189985072483,0.35345094467597354,0.2135198954767997,0.18168189985072483,0.35345094467597354
baseline,"constant, B=512",unmatched,1,51200,positive_pairs,512,0.017740026553901195,0.016231652157275223,0.01880746339159239,0.017740026553901195,0.016231652157275223,0.01880746339159239,0.10908391535172288,0.0835283236897846,0.1849529562378971,0.10908391535172288,0.0835283236897846,0.1849529562378971
baseline,"constant, B=512",unmatched,1,92160,positive_pairs,512,0.013062855017571772,0.012160769258520436,0.013525492692859695,0.013062855017571772,0.012160769258520436,0.013525492692859695,0.06390285906537133,0.047127658587099906,0.1042233569306568,0.06390285906537133,0.047127658587099906,0.1042233569306568
baseline,"constant, B=512",unmatched,1,153600,positive_pairs,512,0.012976075709469143,0.012511773945120572,0.014589427505632597,0.012976075709469143,0.012511773945120572,0.014589427505632597,0.04578463255203569,0.03833109883484652,0.06922462382220457,0.04578463255203569,0.03833109883484652,0.06922462382220457
baseline,"constant, B=512",unmatched,1,256000,positive_pairs,512,0.01233553992687369,0.011653404301724965,0.013089863046003335,0.01233553992687369,0.011653404301724965,0.013089863046003335,0.03848410294047202,0.03420043186774478,0.05061123162420766,0.03848410294047202,0.03420043186774478,0.05061123162420766
baseline,"constant, B=512",unmatched,1,384000,positive_pairs,512,0.012744488974187628,0.011904637058622169,0.014215718418988365,0.012744488974187628,0.011904637058622169,0.014215718418988365,0.03815358635713869,0.034128490362241366,0.04520810845098467,0.03815358635713869,0.034128490362241366,0.04520810845098467
baseline,"constant, B=512",unmatched,1,563200,positive_pairs,512,0.012540686518823044,0.011138112347210256,0.012963012894585698,0.012540686518823044,0.011138112347210256,0.012963012894585698,0.03625908671595515,0.03288315596409802,0.0429690418565221,0.03625908671595515,0.03288315596409802,0.0429690418565221
baseline,"constant, B=512",unmatched,1,742400,positive_pairs,512,0.012885417169474538,0.011586088849864952,0.014581759989338925,0.012885417169474538,0.011586088849864952,0.014581759989338925,0.03782765346439026,0.03331937017032243,0.04178740801212196,0.03782765346439026,0.03331937017032243,0.04178740801212196
baseline,"constant, B=512",unmatched,1,921600,positive_pairs,512,0.012958478523289067,0.011949913259434845,0.014573152751652852,0.012958478523289067,0.011949913259434845,0.014573152751652852,0.03979251534092949,0.03461406273494445,0.04256981964781804,0.03979251534092949,0.03461406273494445,0.04256981964781804
baseline,"constant, B=512",unmatched,4,25600,positive_pairs,512,0.02526995671463681,0.02233178890924267,0.029068721931731503,0.02526995671463681,0.02233178890924267,0.029068721931731503,0.17123940545501332,0.13939555487340294,0.29507747023662023,0.17123940545501332,0.13939555487340294,0.29507747023662023
baseline,"constant, B=512",unmatched,4,51200,positive_pairs,512,0.010992216715953105,0.010382637751761618,0.011721119616224544,0.010992216715953105,0.010382637751761618,0.011721119616224544,0.08281773324808428,0.06214999853614344,0.1511215194662181,0.08281773324808428,0.06214999853614344,0.1511215194662181
baseline,"constant, B=512",unmatched,4,92160,positive_pairs,512,0.009513568565717914,0.008472421917577314,0.010190468086779791,0.009513568565717914,0.008472421917577314,0.010190468086779791,0.049639896007346904,0.03627340986858417,0.0851068234440115,0.049639896007346904,0.03627340986858417,0.0851068234440115
baseline,"constant, B=512",unmatched,4,153600,positive_pairs,512,0.009600759704282796,0.008787875048864068,0.010449790835478782,0.009600759704282796,0.008787875048864068,0.010449790835478782,0.037419396332219516,0.029776021005174798,0.05945976292443321,0.037419396332219516,0.029776021005174798,0.05945976292443321
baseline,"constant, B=512",unmatched,4,256000,positive_pairs,512,0.00899707810262482,0.007757037318936178,0.01013711465091896,0.00899707810262482,0.007757037318936178,0.01013711465091896,0.030367117205265394,0.02369493314223196,0.040227083693023157,0.030367117205265394,0.02369493314223196,0.040227083693023157
baseline,"constant, B=512",unmatched,4,384000,positive_pairs,512,0.009475016780870687,0.008846873271339416,0.01039432515804271,0.009475016780870687,0.008846873271339416,0.01039432515804271,0.030872324656783894,0.02818744657364207,0.03492548325898618,0.030872324656783894,0.02818744657364207,0.03492548325898618
baseline,"constant, B=512",unmatched,4,563200,positive_pairs,512,0.009732915040066643,0.00898551250767991,0.010184178534009405,0.009732915040066643,0.00898551250767991,0.010184178534009405,0.028857793378665578,0.025584959830029005,0.033718546841168574,0.028857793378665578,0.025584959830029005,0.033718546841168574
baseline,"constant, B=512",unmatched,4,742400,positive_pairs,512,0.009577341561177538,0.008951144802700864,0.010255000986340945,0.009577341561177538,0.008951144802700864,0.010255000986340945,0.029863193446315214,0.02789127663773948,0.03367035910883759,0.029863193446315214,0.02789127663773948,0.03367035910883759
baseline,"constant, B=512",unmatched,4,921600,positive_pairs,512,0.009147806140750902,0.008699889486740666,0.009789341219176885,0.009147806140750902,0.008699889486740666,0.009789341219176885,0.02846650489199859,0.02672239494750692,0.03649117938507797,0.02846650489199859,0.02672239494750692,0.03649117938507797
baseline,"constant, B=512",unmatched,32,25600,positive_pairs,512,0.0198952041776018,0.018268308525372867,0.023489602618883776,0.0198952041776018,0.018268308525372867,0.023489602618883776,0.15758485550688586,0.1287243003619372,0.26937747015348107,0.15758485550688586,0.1287243003619372,0.26937747015348107
baseline,"constant, B=512",unmatched,32,51200,positive_pairs,512,0.01001931692490389,0.009230811191577513,0.011088757735526688,0.01001931692490389,0.009230811191577513,0.011088757735526688,0.07696036765951925,0.05661171749566999,0.14552537585119302,0.07696036765951925,0.05661171749566999,0.14552537585119302
baseline,"constant, B=512",unmatched,32,92160,positive_pairs,512,0.007868095541846854,0.007301532010144435,0.008469582137041711,0.007868095541846854,0.007301532010144435,0.008469582137041711,0.04530914352459148,0.03576039577391909,0.07683482834232126,0.04530914352459148,0.03576039577391909,0.07683482834232126
baseline,"constant, B=512",unmatched,32,153600,positive_pairs,512,0.007960170156202883,0.00742760386220606,0.00898967330842469,0.007960170156202883,0.00742760386220606,0.00898967330842469,0.03309956748848973,0.02899022174743048,0.05006483210126289,0.03309956748848973,0.02899022174743048,0.05006483210126289
baseline,"constant, B=512",unmatched,32,256000,positive_pairs,512,0.008045072232856157,0.007201706797175838,0.008921902553084338,0.008045072232856157,0.007201706797175838,0.008921902553084338,0.027604871982329113,0.02554961503466356,0.03715561643412119,0.027604871982329113,0.02554961503466356,0.03715561643412119
baseline,"constant, B=512",unmatched,32,384000,positive_pairs,512,0.008189473258165967,0.007226870478404633,0.009013283882574996,0.008189473258165967,0.007226870478404633,0.009013283882574996,0.02818081051574025,0.025563474024892417,0.031021910257804264,0.02818081051574025,0.025563474024892417,0.031021910257804264
baseline,"constant, B=512",unmatched,32,563200,positive_pairs,512,0.008041297518952339,0.007230247342060948,0.008460569394488035,0.008041297518952339,0.007230247342060948,0.008460569394488035,0.026478985552454433,0.023119400041245665,0.03000446306507966,0.026478985552454433,0.023119400041245665,0.03000446306507966
baseline,"constant, B=512",unmatched,32,742400,positive_pairs,512,0.008199128716800303,0.007496392899575807,0.008904447629957308,0.008199128716800303,0.007496392899575807,0.008904447629957308,0.027013087392412538,0.02604576055488211,0.030369864965898573,0.027013087392412538,0.02604576055488211,0.030369864965898573
baseline,"constant, B=512",unmatched,32,921600,positive_pairs,512,0.008172522010766754,0.007705913127752271,0.008983068498653853,0.008172522010766754,0.007705913127752271,0.008983068498653853,0.026013262451615095,0.024497877440530284,0.030920577045442297,0.026013262451615095,0.024497877440530284,0.030920577045442297
cosine,cosine decay,matched,1,25600,positive_pairs,512,0.0440170560462213,0.03714265695417849,0.051721308347840125,0.0440170560462213,0.03714265695417849,0.051721308347840125,0.2620455270382712,0.175940351354273,0.32418118613880076,0.2620455270382712,0.175940351354273,0.32418118613880076
cosine,cosine decay,matched,1,51200,positive_pairs,512,0.0182716427824114,0.016855332466686416,0.02063181823858328,0.0182716427824114,0.016855332466686416,0.02063181823858328,0.13272725116296477,0.08115586389427983,0.161101723979591,0.13272725116296477,0.08115586389427983,0.161101723979591
cosine,cosine decay,matched,1,92160,positive_pairs,512,0.012986107700167216,0.01234683270479739,0.013735048391237854,0.012986107700167216,0.01234683270479739,0.013735048391237854,0.07303339430521827,0.04838480007926515,0.08659225457537204,0.07303339430521827,0.04838480007926515,0.08659225457537204
cosine,cosine decay,matched,1,153600,positive_pairs,512,0.01154873315411638,0.010517388848337007,0.013161562666666625,0.01154873315411638,0.010517388848337007,0.013161562666666625,0.04587597443008792,0.035738525052381905,0.0581726211383259,0.04587597443008792,0.035738525052381905,0.0581726211383259
cosine,cosine decay,matched,1,256000,positive_pairs,512,0.010279310588810564,0.009658637200184672,0.01122667722298928,0.010279310588810564,0.009658637200184672,0.01122667722298928,0.03361282915988795,0.030083175321241353,0.04203727765896064,0.03361282915988795,0.030083175321241353,0.04203727765896064
cosine,cosine decay,matched,1,384000,positive_pairs,512,0.008467466076709784,0.00793152750081772,0.008836181444550692,0.008467466076709784,0.00793152750081772,0.008836181444550692,0.02732510034286193,0.024943007383024223,0.03204393625412266,0.02732510034286193,0.024943007383024223,0.03204393625412266
cosine,cosine decay,matched,1,563200,positive_pairs,512,0.004811458713788651,0.004414143305479395,0.005202748691114473,0.004811458713788651,0.004414143305479395,0.005202748691114473,0.015721716123492182,0.014345912313727283,0.01804753239385675,0.015721716123492182,0.014345912313727283,0.01804753239385675
cosine,cosine decay,matched,1,742400,positive_pairs,512,0.002448711537301567,0.002245907494697224,0.002622585856878966,0.002448711537301567,0.002245907494697224,0.002622585856878966,0.008776992105206563,0.007535825390549086,0.011013281387153597,0.008776992105206563,0.007535825390549086,0.011013281387153597
cosine,cosine decay,matched,1,921600,positive_pairs,512,0.0015402626773439506,0.0014342456972950897,0.0017073414721138858,0.0015402626773439506,0.0014342456972950897,0.0017073414721138858,0.006289033637669712,0.005344365803395244,0.008249183925592709,0.006289033637669712,0.005344365803395244,0.008249183925592709
cosine,cosine decay,matched,4,25600,positive_pairs,512,0.026976520176003185,0.024190511214184078,0.035065764433273784,0.026976520176003185,0.024190511214184078,0.035065764433273784,0.19684756422639244,0.13445832170575747,0.26819392823506716,0.19684756422639244,0.13445832170575747,0.26819392823506716
cosine,cosine decay,matched,4,51200,positive_pairs,512,0.011654070282391215,0.010655731938668643,0.01230178397778772,0.011654070282391215,0.010655731938668643,0.01230178397778772,0.09666038239976071,0.06309829518732904,0.12700233031842612,0.09666038239976071,0.06309829518732904,0.12700233031842612
cosine,cosine decay,matched,4,92160,positive_pairs,512,0.008868376182833301,0.008341289138216003,0.009884034662983513,0.008868376182833301,0.008341289138216003,0.009884034662983513,0.05233666957385928,0.03513804023258361,0.06920109281300664,0.05233666957385928,0.03513804023258361,0.06920109281300664
cosine,cosine decay,matched,4,153600,positive_pairs,512,0.00853928409368801,0.007805711784853518,0.009004409138251781,0.00853928409368801,0.007805711784853518,0.009004409138251781,0.03608944277298002,0.027223582780203804,0.04280224265496038,0.03608944277298002,0.027223582780203804,0.04280224265496038
cosine,cosine decay,matched,4,256000,positive_pairs,512,0.007833152964903903,0.006858428711662891,0.008267165138045894,0.007833152964903903,0.006858428711662891,0.008267165138045894,0.027703321268595822,0.024733976288712444,0.03262559385076982,0.027703321268595822,0.024733976288712444,0.03262559385076982
cosine,cosine decay,matched,4,384000,positive_pairs,512,0.005894242045314971,0.0051642061257064645,0.006243517463263424,0.005894242045314971,0.0051642061257064645,0.006243517463263424,0.020125647417999323,0.01770351378686893,0.022422005265185983,0.020125647417999323,0.01770351378686893,0.022422005265185983
cosine,cosine decay,matched,4,563200,positive_pairs,512,0.00345532319103684,0.003313324713920885,0.0036995832024231956,0.00345532319103684,0.003313324713920885,0.0036995832024231956,0.012539942063427664,0.010928655431749918,0.013686163326606968,0.012539942063427664,0.010928655431749918,0.013686163326606968
cosine,cosine decay,matched,4,742400,positive_pairs,512,0.0015218032663908408,0.001411616470929994,0.0017198757612726305,0.0015218032663908408,0.001411616470929994,0.0017198757612726305,0.007048330950162928,0.005147154972322795,0.007676836995381565,0.007048330950162928,0.005147154972322795,0.007676836995381565
cosine,cosine decay,matched,4,921600,positive_pairs,512,0.0008997683054866971,0.0008378448822565007,0.0010013653457086795,0.0008997683054866971,0.0008378448822565007,0.0010013653457086795,0.005037590877273939,0.003597180607078442,0.005967970513967992,0.005037590877273939,0.003597180607078442,0.005967970513967992
cosine,cosine decay,matched,32,25600,positive_pairs,512,0.020976425539277695,0.01816049960145344,0.025316489442822467,0.020976425539277695,0.01816049960145344,0.025316489442822467,0.17858461677370252,0.11853645212504342,0.25400704667000557,0.17858461677370252,0.11853645212504342,0.25400704667000557
cosine,cosine decay,matched,32,51200,positive_pairs,512,0.009846622230882143,0.009269184618524164,0.010727090637392,0.009846622230882143,0.009269184618524164,0.010727090637392,0.08724494141175777,0.057248051723652445,0.12642384315564323,0.08724494141175777,0.057248051723652445,0.12642384315564323
cosine,cosine decay,matched,32,92160,positive_pairs,512,0.008086626081243853,0.007332413157200227,0.009134798110205062,0.008086626081243853,0.007332413157200227,0.009134798110205062,0.04829901936543945,0.033838345053779986,0.06785282081207025,0.04829901936543945,0.033838345053779986,0.06785282081207025
cosine,cosine decay,matched,32,153600,positive_pairs,512,0.007491066492311762,0.007192626995490303,0.007971340352164761,0.007491066492311762,0.007192626995490303,0.007971340352164761,0.0338037607302415,0.027119050872665248,0.042658033388808594,0.0338037607302415,0.027119050872665248,0.042658033388808594
cosine,cosine decay,matched,32,256000,positive_pairs,512,0.006873790089548353,0.006253591892015385,0.007370648220293494,0.006873790089548353,0.006253591892015385,0.007370648220293494,0.026288705135092044,0.02333767039536433,0.02876697957749741,0.026288705135092044,0.02333767039536433,0.02876697957749741
cosine,cosine decay,matched,32,384000,positive_pairs,512,0.005070242183264646,0.0045841193904812986,0.005576229567588592,0.005070242183264646,0.0045841193904812986,0.005576229567588592,0.019281713612361754,0.015169032630046448,0.021888510388080738,0.019281713612361754,0.015169032630046448,0.021888510388080738
cosine,cosine decay,matched,32,563200,positive_pairs,512,0.003012086103482956,0.00273126832761806,0.0031226588614505944,0.003012086103482956,0.00273126832761806,0.0031226588614505944,0.010555324638744657,0.00952376440496474,0.01503595777287517,0.010555324638744657,0.00952376440496474,0.01503595777287517
cosine,cosine decay,matched,32,742400,positive_pairs,512,0.0013211701356927324,0.001243435789930204,0.0014236860226215092,0.0013211701356927324,0.001243435789930204,0.0014236860226215092,0.005902901997873918,0.004951305645487321,0.008396571230979264,0.005902901997873918,0.004951305645487321,0.008396571230979264
cosine,cosine decay,matched,32,921600,positive_pairs,512,0.0007801382037574484,0.0007449075128573508,0.0008433094665756329,0.0007801382037574484,0.0007449075128573508,0.0008433094665756329,0.004298990200781039,0.0036003511455752323,0.006773044358966085,0.004298990200781039,0.0036003511455752323,0.006773044358966085
cosine,cosine decay,unmatched,1,25600,positive_pairs,512,0.03977732746485402,0.03603260934247838,0.045983092464658544,0.03977732746485402,0.03603260934247838,0.045983092464658544,0.21364607279023234,0.18178899286639302,0.35364737128777535,0.21364607279023234,0.18178899286639302,0.35364737128777535
cosine,cosine decay,unmatched,1,51200,positive_pairs,512,0.017720890159752093,0.016235528169083253,0.01881255761957912,0.017720890159752093,0.016235528169083253,0.01881255761957912,0.10923421241858638,0.08367471737317472,0.18530080305986973,0.10923421241858638,0.08367471737317472,0.18530080305986973
cosine,cosine decay,unmatched,1,92160,positive_pairs,512,0.01285907485631917,0.011999487081285,0.013306235472379465,0.01285907485631917,0.011999487081285,0.013306235472379465,0.0637321910003068,0.046974558630202265,0.10451214495538702,0.0637321910003068,0.046974558630202265,0.10451214495538702
cosine,cosine decay,unmatched,1,153600,positive_pairs,512,0.012277272744303253,0.011719049969426243,0.013688876169280778,0.012277272744303253,0.011719049969426243,0.013688876169280778,0.044359122225590346,0.03661361209442616,0.06848157077305563,0.044359122225590346,0.03661361209442616,0.06848157077305563
cosine,cosine decay,unmatched,1,256000,positive_pairs,512,0.010451552549351647,0.009843385647871091,0.011022286016122932,0.010451552549351647,0.009843385647871091,0.011022286016122932,0.03389270192376264,0.029547669346527822,0.046812672145549,0.03389270192376264,0.029547669346527822,0.046812672145549
cosine,cosine decay,unmatched,1,384000,positive_pairs,512,0.008391631233583545,0.007932915292957378,0.009052695168999248,0.008391631233583545,0.007932915292957378,0.009052695168999248,0.026126559532884272,0.022789304488799407,0.03488429560745253,0.026126559532884272,0.022789304488799407,0.03488429560745253
cosine,cosine decay,unmatched,1,563200,positive_pairs,512,0.004838811949556604,0.004526720318526729,0.005484406947993986,0.004838811949556604,0.004526720318526729,0.005484406947993986,0.015117271269128305,0.013284472394425423,0.024323692092332535,0.015117271269128305,0.013284472394425423,0.024323692092332535
cosine,cosine decay,unmatched,1,742400,positive_pairs,512,0.0024319150183880656,0.0021516853948214533,0.0028053103014630274,0.0024319150183880656,0.0021516853948214533,0.0028053103014630274,0.008378644597629655,0.006488028785228812,0.013707245758050407,0.008378644597629655,0.006488028785228812,0.013707245758050407
cosine,cosine decay,unmatched,1,921600,positive_pairs,512,0.0015451593105205773,0.001420888636153243,0.0018413712237774938,0.0015451593105205773,0.001420888636153243,0.0018413712237774938,0.006017949220733489,0.004627272622617866,0.011115652861592261,0.006017949220733489,0.004627272622617866,0.011115652861592261
cosine,cosine decay,unmatched,4,25600,positive_pairs,512,0.025294824528209647,0.02235181349658587,0.029098665539777333,0.025294824528209647,0.02235181349658587,0.029098665539777333,0.17135215420396416,0.13949711192883413,0.29524757975774424,0.17135215420396416,0.13949711192883413,0.29524757975774424
cosine,cosine decay,unmatched,4,51200,positive_pairs,512,0.010977226205529583,0.010361110918859157,0.011710988412806444,0.010977226205529583,0.010361110918859157,0.011710988412806444,0.08293933544533579,0.062234538937088996,0.15144058211798325,0.08293933544533579,0.062234538937088996,0.15144058211798325
cosine,cosine decay,unmatched,4,92160,positive_pairs,512,0.009352874134084376,0.008362944284010415,0.010024982860583936,0.009352874134084376,0.008362944284010415,0.010024982860583936,0.04956005337056349,0.03601432194324458,0.08527142105342915,0.04956005337056349,0.03601432194324458,0.08527142105342915
cosine,cosine decay,unmatched,4,153600,positive_pairs,512,0.009061484904095495,0.008282461346004183,0.00987210050224733,0.009061484904095495,0.008282461346004183,0.00987210050224733,0.03619991647611526,0.02857249073647677,0.05864550209494174,0.03619991647611526,0.02857249073647677,0.05864550209494174
cosine,cosine decay,unmatched,4,256000,positive_pairs,512,0.0076200934024655085,0.006565327011484098,0.00851878805528824,0.0076200934024655085,0.006565327011484098,0.00851878805528824,0.026425214991619046,0.020176468510782402,0.037262789483192324,0.026425214991619046,0.020176468510782402,0.037262789483192324
cosine,cosine decay,unmatched,4,384000,positive_pairs,512,0.006125449089102727,0.005950120400745153,0.006710327560554562,0.006125449089102727,0.005950120400745153,0.006710327560554562,0.021358177333931326,0.018869385505436573,0.02643504226629024,0.021358177333931326,0.018869385505436573,0.02643504226629024
cosine,cosine decay,unmatched,4,563200,positive_pairs,512,0.003593248107339073,0.0032234930474864406,0.0038381661302842843,0.003593248107339073,0.0032234930474864406,0.0038381661302842843,0.012043915240627156,0.010366939954417606,0.017244404476455207,0.012043915240627156,0.010366939954417606,0.017244404476455207
cosine,cosine decay,unmatched,4,742400,positive_pairs,512,0.0015474568880858004,0.0014871944199696507,0.0016833590420841475,0.0015474568880858004,0.0014871944199696507,0.0016833590420841475,0.006448175872639199,0.00538119848853037,0.00971559123499081,0.006448175872639199,0.00538119848853037,0.00971559123499081
